Record ID,Date,Region,District,Service Type,Role Type,Tenure Band,Fleet Age,Route Cost Per Ton,Stops Per Route,Fleet Utilization Rate,Voluntary Turnover Rate,Safety Incident Rate,Avg Driver Tenure Years,Truck Count,Tons Collected,Revenue
WC-001099_202507,2025-07-01,Central,Missouri Valley,Industrial,Driver,10+ Years,Aging (6-8yr),49.07,39.0,0.9136,0.029,2.85,4.8,3,10.0,500.0
WC-001100_202507,2025-07-01,Central,Missouri Valley,E&P,Driver,2-5 Years,End-of-Life (9+yr),44.53,15.0,0.8763,0.0207,1.52,4.5,4,10.0,500.0
WC-001101_202507,2025-07-01,Central,Ozarks,Residential,Driver,2-5 Years,End-of-Life (9+yr),41.48,299.0,0.9093,0.0297,1.65,5.0,20,204.0,11308.0
WC-001102_202507,2025-07-01,Central,Ozarks,Commercial,Helper,2-5 Years,Mid-Life (3-5yr),48.21,130.0,0.9527,0.016,2.15,4.1,9,92.0,5361.0
WC-001103_202507,2025-07-01,Central,Ozarks,Industrial,Driver,1-2 Years,Mid-Life (3-5yr),38.59,20.0,0.8707,0.0257,2.81,4.9,6,10.0,500.0
WC-001104_202507,2025-07-01,Central,Ozarks,E&P,Driver,2-5 Years,Mid-Life (3-5yr),50.9,14.0,0.8807,0.0284,1.72,4.1,1,10.0,500.0
WC-001105_202507,2025-07-01,Eastern,Mid-Atlantic,Residential,Operator,5-10 Years,Mid-Life (3-5yr),47.16,342.0,0.9255,0.0184,1.52,5.1,8,170.0,9433.0
WC-001106_202507,2025-07-01,Eastern,Mid-Atlantic,Commercial,Driver,2-5 Years,Mid-Life (3-5yr),48.54,119.0,0.9457,0.0191,1.99,6.2,14,115.0,6451.0
WC-001107_202507,2025-07-01,Eastern,Mid-Atlantic,Industrial,Driver,5-10 Years,New (0-2yr),49.96,23.0,0.9487,0.0159,2.21,3.6,2,10.0,500.0
WC-001108_202507,2025-07-01,Eastern,Mid-Atlantic,E&P,Mechanic,2-5 Years,Aging (6-8yr),49.19,18.0,0.8966,0.0246,1.61,5.1,2,10.0,500.0
WC-001109_202507,2025-07-01,Eastern,New England,Residential,Driver,10+ Years,Mid-Life (3-5yr),48.68,286.0,0.9111,0.0186,2.71,4.0,22,243.0,14773.0
WC-001110_202507,2025-07-01,Eastern,New England,Commercial,Helper,10+ Years,Mid-Life (3-5yr),46.6,121.0,0.9241,0.019,2.28,4.2,11,99.0,5380.0
WC-001111_202507,2025-07-01,Eastern,New England,Industrial,Driver,2-5 Years,Aging (6-8yr),53.61,23.0,0.9022,0.0206,2.98,6.4,5,10.0,500.0
WC-001112_202507,2025-07-01,Eastern,New England,E&P,Driver,2-5 Years,Aging (6-8yr),50.7,13.0,0.8799,0.0222,1.63,4.2,1,10.0,500.0
WC-001113_202507,2025-07-01,Eastern,Great Lakes,Residential,Mechanic,2-5 Years,Mid-Life (3-5yr),45.29,290.0,0.8898,0.0163,1.89,5.3,17,251.0,14622.0
WC-001114_202507,2025-07-01,Eastern,Great Lakes,Commercial,Driver,< 1 Year,Mid-Life (3-5yr),38.12,126.0,0.9296,0.0227,3.4,5.9,6,51.0,2459.0
WC-001115_202507,2025-07-01,Eastern,Great Lakes,Industrial,Driver,1-2 Years,End-of-Life (9+yr),38.94,32.0,0.9417,0.0297,2.61,5.3,7,10.0,500.0
WC-001116_202507,2025-07-01,Eastern,Great Lakes,E&P,Driver,< 1 Year,Mid-Life (3-5yr),48.74,17.0,0.882,0.0298,2.75,3.8,4,10.0,500.0
WC-001117_202507,2025-07-01,Eastern,Ohio Valley,Residential,Driver,2-5 Years,New (0-2yr),52.75,340.0,0.9194,0.0264,3.03,4.9,16,418.0,28368.0
WC-001118_202507,2025-07-01,Eastern,Ohio Valley,Commercial,Mechanic,10+ Years,Mid-Life (3-5yr),47.98,148.0,0.8959,0.0166,2.38,5.1,7,78.0,4600.0
WC-001119_202507,2025-07-01,Eastern,Ohio Valley,Industrial,Driver,10+ Years,New (0-2yr),41.82,26.0,0.9426,0.0235,3.04,4.0,4,10.0,500.0
WC-001120_202507,2025-07-01,Eastern,Ohio Valley,E&P,Mechanic,5-10 Years,End-of-Life (9+yr),45.26,8.0,0.8781,0.0251,1.96,5.7,4,10.0,500.0
WC-001121_202507,2025-07-01,Canada,Ontario,Residential,Driver,5-10 Years,Mid-Life (3-5yr),49.83,302.0,0.9418,0.022,2.2,5.0,19,389.0,24224.0
WC-001122_202507,2025-07-01,Canada,Ontario,Commercial,Helper,1-2 Years,Mid-Life (3-5yr),46.11,98.0,0.9123,0.0151,2.61,4.6,8,62.0,3537.0
WC-001123_202507,2025-07-01,Canada,Ontario,Industrial,Driver,5-10 Years,End-of-Life (9+yr),48.85,28.0,0.9484,0.0191,1.72,4.7,3,10.0,500.0
WC-001124_202507,2025-07-01,Canada,Ontario,E&P,Operator,2-5 Years,New (0-2yr),43.0,12.0,0.8849,0.0282,1.96,5.3,4,10.0,500.0
WC-001125_202507,2025-07-01,Canada,Alberta,Residential,Mechanic,< 1 Year,New (0-2yr),44.25,304.0,0.8709,0.0295,2.01,5.7,19,129.0,6811.0
WC-001126_202507,2025-07-01,Canada,Alberta,Commercial,Operator,1-2 Years,Aging (6-8yr),49.96,98.0,0.888,0.0272,1.99,4.4,12,87.0,5632.0
WC-001127_202507,2025-07-01,Canada,Alberta,Industrial,Driver,10+ Years,End-of-Life (9+yr),40.9,33.0,0.9352,0.0176,3.73,5.9,4,10.0,500.0
WC-001128_202507,2025-07-01,Canada,Alberta,E&P,Driver,1-2 Years,Aging (6-8yr),46.35,12.0,0.9079,0.0174,2.32,5.6,4,10.0,500.0
WC-001129_202507,2025-07-01,Canada,British Columbia,Residential,Driver,5-10 Years,New (0-2yr),49.98,292.0,0.875,0.0276,2.25,6.0,20,259.0,15797.0
WC-001130_202507,2025-07-01,Canada,British Columbia,Commercial,Driver,2-5 Years,Mid-Life (3-5yr),46.67,98.0,0.9375,0.0262,2.74,3.7,11,48.0,2966.0
WC-001131_202507,2025-07-01,Canada,British Columbia,Industrial,Driver,5-10 Years,Mid-Life (3-5yr),45.01,20.0,0.887,0.0289,2.28,6.1,5,10.0,500.0
WC-001132_202507,2025-07-01,Canada,British Columbia,E&P,Mechanic,1-2 Years,New (0-2yr),40.38,17.0,0.878,0.0205,3.28,5.2,4,10.0,500.0
WC-001133_202507,2025-07-01,Canada,Quebec,Residential,Driver,5-10 Years,Mid-Life (3-5yr),38.17,293.0,0.8979,0.0236,2.1,5.3,20,157.0,7650.0
WC-001134_202507,2025-07-01,Canada,Quebec,Commercial,Driver,1-2 Years,New (0-2yr),40.05,134.0,0.8439,0.0216,2.34,5.3,9,78.0,3617.0
WC-001135_202507,2025-07-01,Canada,Quebec,Industrial,Driver,2-5 Years,End-of-Life (9+yr),36.63,27.0,0.8857,0.0243,2.8,4.0,3,10.0,500.0
WC-001136_202507,2025-07-01,Canada,Quebec,E&P,Driver,1-2 Years,End-of-Life (9+yr),48.39,18.0,0.8322,0.0176,2.77,4.4,2,10.0,500.0
WC-001137_202507,2025-07-01,MidSouth,Tennessee Valley,Residential,Helper,2-5 Years,End-of-Life (9+yr),43.54,282.0,0.9192,0.0213,2.89,5.4,24,253.0,14862.0
WC-001138_202507,2025-07-01,MidSouth,Tennessee Valley,Commercial,Mechanic,2-5 Years,Aging (6-8yr),47.18,122.0,0.8902,0.0297,1.98,5.8,9,26.0,1418.0
WC-001139_202507,2025-07-01,MidSouth,Tennessee Valley,Industrial,Driver,1-2 Years,Mid-Life (3-5yr),47.52,22.0,0.9108,0.0265,3.28,5.3,7,11.0,641.0
WC-001140_202507,2025-07-01,MidSouth,Tennessee Valley,E&P,Helper,10+ Years,Aging (6-8yr),43.41,10.0,0.8271,0.027,2.59,5.6,1,10.0,500.0
WC-001141_202507,2025-07-01,MidSouth,Mississippi Delta,Residential,Mechanic,2-5 Years,New (0-2yr),43.11,325.0,0.8527,0.0218,2.39,4.5,22,187.0,10593.0
WC-001142_202507,2025-07-01,MidSouth,Mississippi Delta,Commercial,Mechanic,1-2 Years,New (0-2yr),41.53,129.0,0.8656,0.0224,2.5,5.0,13,60.0,2933.0
WC-001143_202507,2025-07-01,MidSouth,Mississippi Delta,Industrial,Mechanic,5-10 Years,Mid-Life (3-5yr),42.02,26.0,0.9156,0.0191,1.53,4.6,6,10.0,510.0
WC-001144_202507,2025-07-01,MidSouth,Mississippi Delta,E&P,Driver,1-2 Years,End-of-Life (9+yr),37.78,19.0,0.8781,0.03,2.96,4.9,4,10.0,500.0
WC-001145_202507,2025-07-01,MidSouth,Arkansas,Residential,Driver,< 1 Year,End-of-Life (9+yr),39.31,323.0,0.8867,0.0245,2.27,5.2,9,197.0,10423.0
WC-001146_202507,2025-07-01,MidSouth,Arkansas,Commercial,Operator,2-5 Years,Mid-Life (3-5yr),40.95,121.0,0.9271,0.0176,3.15,3.8,12,108.0,5441.0
WC-001147_202507,2025-07-01,MidSouth,Arkansas,Industrial,Driver,< 1 Year,End-of-Life (9+yr),42.46,38.0,0.8562,0.0247,3.09,3.7,3,10.0,500.0
WC-001148_202507,2025-07-01,MidSouth,Arkansas,E&P,Driver,5-10 Years,Mid-Life (3-5yr),48.63,12.0,0.9236,0.0202,2.57,5.7,4,10.0,500.0
WC-001149_202507,2025-07-01,MidSouth,Oklahoma,Residential,Driver,5-10 Years,Mid-Life (3-5yr),40.54,338.0,0.9152,0.0256,1.66,5.8,11,163.0,7668.0
WC-001150_202507,2025-07-01,MidSouth,Oklahoma,Commercial,Operator,2-5 Years,Mid-Life (3-5yr),48.66,127.0,0.8892,0.0279,2.44,6.2,14,87.0,5142.0
WC-001151_202507,2025-07-01,MidSouth,Oklahoma,Industrial,Mechanic,2-5 Years,New (0-2yr),51.04,40.0,0.8547,0.0209,3.22,4.8,7,11.0,650.0
WC-001152_202507,2025-07-01,MidSouth,Oklahoma,E&P,Driver,< 1 Year,Aging (6-8yr),41.33,13.0,0.8598,0.0216,1.44,6.1,1,10.0,500.0
WC-001153_202508,2025-08-01,Western,Pacific Northwest,Residential,Driver,2-5 Years,Mid-Life (3-5yr),47.95,338.0,0.905,0.0231,3.36,5.2,23,606.0,34910.0
WC-001154_202508,2025-08-01,Western,Pacific Northwest,Commercial,Mechanic,< 1 Year,Mid-Life (3-5yr),53.0,137.0,0.9124,0.0279,3.44,6.2,7,34.0,2296.0
WC-001155_202508,2025-08-01,Western,Pacific Northwest,Industrial,Driver,10+ Years,Mid-Life (3-5yr),52.1,32.0,0.8586,0.0156,2.78,3.7,7,10.0,500.0
WC-001156_202508,2025-08-01,Western,Pacific Northwest,E&P,Mechanic,5-10 Years,End-of-Life (9+yr),46.67,11.0,0.9339,0.0155,3.01,6.2,3,10.0,500.0
WC-001157_202508,2025-08-01,Western,Northern California,Residential,Driver,10+ Years,End-of-Life (9+yr),50.91,315.0,0.9032,0.0255,1.65,3.6,19,176.0,10549.0
WC-001158_202508,2025-08-01,Western,Northern California,Commercial,Driver,2-5 Years,Mid-Life (3-5yr),41.53,104.0,0.9324,0.0242,3.21,5.0,5,22.0,1192.0
WC-001159_202508,2025-08-01,Western,Northern California,Industrial,Operator,10+ Years,End-of-Life (9+yr),44.73,21.0,0.8944,0.0152,2.52,5.4,5,10.0,500.0
WC-001160_202508,2025-08-01,Western,Northern California,E&P,Driver,10+ Years,Aging (6-8yr),43.91,20.0,0.909,0.0213,2.21,4.4,2,10.0,500.0
WC-001161_202508,2025-08-01,Western,Southern California,Residential,Helper,5-10 Years,Aging (6-8yr),44.73,308.0,0.9533,0.0208,2.03,4.3,12,82.0,4725.0
WC-001162_202508,2025-08-01,Western,Southern California,Commercial,Driver,2-5 Years,New (0-2yr),51.93,121.0,0.9335,0.0287,2.06,3.9,9,55.0,3629.0
WC-001163_202508,2025-08-01,Western,Southern California,Industrial,Driver,10+ Years,Mid-Life (3-5yr),45.69,16.0,0.8868,0.0186,3.08,5.9,2,10.0,500.0
WC-001164_202508,2025-08-01,Western,Southern California,E&P,Mechanic,2-5 Years,Aging (6-8yr),45.04,12.0,0.8921,0.022,2.22,4.2,3,10.0,500.0
WC-001165_202508,2025-08-01,Western,Mountain West,Residential,Mechanic,10+ Years,Aging (6-8yr),51.56,321.0,0.8798,0.0236,1.92,6.1,19,210.0,13549.0
WC-001166_202508,2025-08-01,Western,Mountain West,Commercial,Mechanic,1-2 Years,Mid-Life (3-5yr),49.96,126.0,0.8696,0.0241,2.96,3.9,12,90.0,5294.0
WC-001167_202508,2025-08-01,Western,Mountain West,Industrial,Driver,5-10 Years,End-of-Life (9+yr),42.95,30.0,0.928,0.0235,2.78,3.8,3,10.0,500.0
WC-001168_202508,2025-08-01,Western,Mountain West,E&P,Driver,2-5 Years,Mid-Life (3-5yr),43.49,8.0,0.8639,0.0161,1.88,3.8,3,10.0,500.0
WC-001169_202508,2025-08-01,Southern,Gulf Coast,Residential,Operator,5-10 Years,New (0-2yr),47.26,324.0,0.9129,0.0248,2.66,3.6,16,196.0,11888.0
WC-001170_202508,2025-08-01,Southern,Gulf Coast,Commercial,Operator,10+ Years,Mid-Life (3-5yr),49.44,122.0,0.9194,0.0161,2.88,4.8,11,87.0,5204.0
WC-001171_202508,2025-08-01,Southern,Gulf Coast,Industrial,Driver,< 1 Year,New (0-2yr),48.35,35.0,0.9506,0.0269,1.8,5.4,5,13.0,843.0
WC-001172_202508,2025-08-01,Southern,Gulf Coast,E&P,Operator,2-5 Years,Mid-Life (3-5yr),42.61,11.0,0.8904,0.0284,3.12,3.6,1,10.0,500.0
WC-001173_202508,2025-08-01,Southern,Southeast Texas,Residential,Driver,2-5 Years,Mid-Life (3-5yr),40.89,324.0,0.8663,0.0199,2.48,4.0,16,124.0,6548.0
WC-001174_202508,2025-08-01,Southern,Southeast Texas,Commercial,Helper,5-10 Years,Mid-Life (3-5yr),43.43,116.0,0.905,0.0234,2.71,6.3,6,37.0,1990.0
WC-001175_202508,2025-08-01,Southern,Southeast Texas,Industrial,Driver,1-2 Years,End-of-Life (9+yr),43.14,21.0,0.8847,0.0164,2.37,4.2,6,10.0,500.0
WC-001176_202508,2025-08-01,Southern,Southeast Texas,E&P,Helper,1-2 Years,New (0-2yr),46.16,16.0,0.9238,0.018,3.01,3.8,4,10.0,500.0
WC-001177_202508,2025-08-01,Southern,Florida Panhandle,Residential,Driver,5-10 Years,New (0-2yr),38.1,284.0,0.8837,0.0293,1.65,5.7,22,399.0,20451.0
WC-001178_202508,2025-08-01,Southern,Florida Panhandle,Commercial,Driver,10+ Years,Aging (6-8yr),50.3,96.0,0.8776,0.0192,3.44,4.6,10,50.0,3209.0
WC-001179_202508,2025-08-01,Southern,Florida Panhandle,Industrial,Driver,1-2 Years,New (0-2yr),41.73,25.0,0.8981,0.025,2.89,5.4,7,10.0,500.0
WC-001180_202508,2025-08-01,Southern,Florida Panhandle,E&P,Operator,5-10 Years,Aging (6-8yr),46.3,17.0,0.9016,0.0279,2.3,4.3,4,10.0,500.0
WC-001181_202508,2025-08-01,Southern,Carolinas,Residential,Driver,5-10 Years,End-of-Life (9+yr),47.22,271.0,0.9347,0.0216,1.52,3.6,15,170.0,9726.0
WC-001182_202508,2025-08-01,Southern,Carolinas,Commercial,Mechanic,2-5 Years,Mid-Life (3-5yr),42.65,84.0,0.92,0.0293,1.79,5.1,8,38.0,2092.0
WC-001183_202508,2025-08-01,Southern,Carolinas,Industrial,Driver,5-10 Years,Aging (6-8yr),40.7,32.0,0.905,0.0214,2.15,5.8,5,10.0,500.0
WC-001184_202508,2025-08-01,Southern,Carolinas,E&P,Driver,5-10 Years,New (0-2yr),42.06,18.0,0.9029,0.0209,3.43,4.0,3,10.0,500.0
WC-001185_202508,2025-08-01,Central,Great Plains,Residential,Driver,5-10 Years,Aging (6-8yr),51.91,317.0,0.86,0.0203,2.46,5.1,10,95.0,6393.0
WC-001186_202508,2025-08-01,Central,Great Plains,Commercial,Helper,< 1 Year,New (0-2yr),47.24,91.0,0.9531,0.0174,2.55,5.5,11,22.0,1343.0
WC-001187_202508,2025-08-01,Central,Great Plains,Industrial,Driver,5-10 Years,New (0-2yr),40.11,25.0,0.8775,0.0235,2.01,5.5,7,11.0,591.0
WC-001188_202508,2025-08-01,Central,Great Plains,E&P,Driver,5-10 Years,Aging (6-8yr),40.83,13.0,0.9584,0.0237,3.04,6.3,1,10.0,500.0
WC-001189_202508,2025-08-01,Central,Upper Midwest,Residential,Helper,5-10 Years,Mid-Life (3-5yr),51.09,301.0,0.8663,0.0241,1.84,4.9,10,63.0,3978.0
WC-001190_202508,2025-08-01,Central,Upper Midwest,Commercial,Operator,5-10 Years,Aging (6-8yr),50.4,128.0,0.8785,0.0296,1.97,3.9,6,56.0,3440.0
WC-001191_202508,2025-08-01,Central,Upper Midwest,Industrial,Mechanic,2-5 Years,Mid-Life (3-5yr),39.5,24.0,0.9101,0.0247,2.28,5.5,4,10.0,500.0
WC-001192_202508,2025-08-01,Central,Upper Midwest,E&P,Driver,5-10 Years,End-of-Life (9+yr),40.99,10.0,0.8773,0.0253,2.87,3.7,1,10.0,500.0
WC-001193_202508,2025-08-01,Central,Missouri Valley,Residential,Operator,10+ Years,New (0-2yr),45.83,272.0,0.9416,0.0155,3.13,3.5,11,81.0,5017.0
WC-001194_202508,2025-08-01,Central,Missouri Valley,Commercial,Mechanic,10+ Years,New (0-2yr),40.24,146.0,0.8979,0.0246,2.96,4.6,12,47.0,2226.0
WC-001195_202508,2025-08-01,Central,Missouri Valley,Industrial,Operator,1-2 Years,New (0-2yr),42.05,24.0,0.9471,0.0273,3.08,4.9,3,10.0,500.0
WC-001196_202508,2025-08-01,Central,Missouri Valley,E&P,Operator,10+ Years,New (0-2yr),44.33,17.0,0.8536,0.0273,1.65,5.1,2,10.0,500.0
WC-001197_202508,2025-08-01,Central,Ozarks,Residential,Mechanic,1-2 Years,Mid-Life (3-5yr),52.49,339.0,0.9067,0.0284,2.62,6.0,21,177.0,10992.0
WC-001198_202508,2025-08-01,Central,Ozarks,Commercial,Driver,10+ Years,New (0-2yr),44.08,123.0,0.9164,0.0228,3.11,4.5,11,85.0,4924.0
WC-001199_202508,2025-08-01,Central,Ozarks,Industrial,Mechanic,1-2 Years,New (0-2yr),39.63,16.0,0.8519,0.0255,3.02,5.9,6,10.0,500.0
WC-001200_202508,2025-08-01,Central,Ozarks,E&P,Driver,5-10 Years,Mid-Life (3-5yr),43.42,17.0,0.9287,0.0274,1.53,3.6,4,10.0,500.0
WC-001201_202508,2025-08-01,Eastern,Mid-Atlantic,Residential,Operator,< 1 Year,Aging (6-8yr),47.02,320.0,0.9359,0.0202,3.33,3.6,17,305.0,17190.0
WC-001202_202508,2025-08-01,Eastern,Mid-Atlantic,Commercial,Operator,10+ Years,New (0-2yr),42.75,125.0,0.9289,0.0228,2.13,5.0,12,66.0,3421.0
WC-001203_202508,2025-08-01,Eastern,Mid-Atlantic,Industrial,Driver,1-2 Years,End-of-Life (9+yr),45.72,36.0,0.9231,0.0287,3.33,5.8,6,15.0,864.0
WC-001204_202508,2025-08-01,Eastern,Mid-Atlantic,E&P,Driver,5-10 Years,Mid-Life (3-5yr),50.32,13.0,0.8929,0.0197,1.52,4.4,3,10.0,500.0
WC-001205_202508,2025-08-01,Eastern,New England,Residential,Driver,2-5 Years,New (0-2yr),49.16,296.0,0.9227,0.0183,2.23,5.4,12,273.0,17622.0
WC-001206_202508,2025-08-01,Eastern,New England,Commercial,Driver,5-10 Years,Mid-Life (3-5yr),48.75,136.0,0.8608,0.0227,2.43,4.4,6,43.0,2830.0
WC-001207_202508,2025-08-01,Eastern,New England,Industrial,Helper,2-5 Years,Aging (6-8yr),49.92,32.0,0.9596,0.021,3.2,6.0,6,10.0,683.0
WC-001208_202508,2025-08-01,Eastern,New England,E&P,Operator,10+ Years,Aging (6-8yr),40.42,19.0,0.8915,0.0248,2.7,4.7,1,10.0,500.0
WC-001209_202508,2025-08-01,Eastern,Great Lakes,Residential,Driver,10+ Years,Mid-Life (3-5yr),44.73,271.0,0.9331,0.0263,1.63,5.8,14,212.0,11865.0
WC-001210_202508,2025-08-01,Eastern,Great Lakes,Commercial,Helper,1-2 Years,Aging (6-8yr),43.66,130.0,0.8401,0.0218,2.71,4.8,12,104.0,5338.0
WC-001211_202508,2025-08-01,Eastern,Great Lakes,Industrial,Operator,< 1 Year,Mid-Life (3-5yr),45.08,25.0,0.8586,0.0255,2.47,3.5,2,10.0,500.0
WC-001212_202508,2025-08-01,Eastern,Great Lakes,E&P,Mechanic,< 1 Year,End-of-Life (9+yr),43.34,17.0,0.9265,0.0279,2.18,5.1,3,10.0,500.0
WC-001213_202508,2025-08-01,Eastern,Ohio Valley,Residential,Driver,< 1 Year,Mid-Life (3-5yr),44.97,301.0,0.9093,0.0263,2.73,5.8,17,374.0,21595.0
WC-001214_202508,2025-08-01,Eastern,Ohio Valley,Commercial,Driver,< 1 Year,New (0-2yr),52.06,140.0,0.9028,0.0221,2.7,4.5,5,15.0,903.0
WC-001215_202508,2025-08-01,Eastern,Ohio Valley,Industrial,Mechanic,2-5 Years,New (0-2yr),42.26,17.0,0.9064,0.0187,2.23,6.0,5,10.0,500.0
WC-001216_202508,2025-08-01,Eastern,Ohio Valley,E&P,Helper,5-10 Years,New (0-2yr),39.78,9.0,0.8781,0.0286,2.83,4.3,4,10.0,500.0
WC-001217_202508,2025-08-01,Canada,Ontario,Residential,Driver,1-2 Years,Mid-Life (3-5yr),41.01,254.0,0.9183,0.0271,2.48,4.0,22,431.0,21876.0
WC-001218_202508,2025-08-01,Canada,Ontario,Commercial,Operator,1-2 Years,Mid-Life (3-5yr),44.7,130.0,0.9025,0.0281,2.92,6.2,10,29.0,1522.0
WC-001219_202508,2025-08-01,Canada,Ontario,Industrial,Operator,1-2 Years,Mid-Life (3-5yr),39.19,36.0,0.8897,0.0274,2.67,5.2,5,10.0,500.0
WC-001220_202508,2025-08-01,Canada,Ontario,E&P,Driver,< 1 Year,Aging (6-8yr),38.26,12.0,0.8919,0.0287,2.66,5.0,4,10.0,500.0
WC-001221_202508,2025-08-01,Canada,Alberta,Residential,Driver,1-2 Years,New (0-2yr),39.4,342.0,0.9039,0.0168,2.25,5.0,17,380.0,19037.0
WC-001222_202508,2025-08-01,Canada,Alberta,Commercial,Driver,10+ Years,New (0-2yr),54.15,93.0,0.9265,0.0191,3.5,6.4,10,62.0,4314.0
WC-001223_202508,2025-08-01,Canada,Alberta,Industrial,Driver,< 1 Year,Mid-Life (3-5yr),49.5,31.0,0.8854,0.0173,2.26,6.1,4,10.0,500.0
WC-001224_202508,2025-08-01,Canada,Alberta,E&P,Helper,2-5 Years,Aging (6-8yr),38.05,16.0,0.8907,0.0168,2.75,5.2,2,10.0,500.0
WC-001225_202508,2025-08-01,Canada,British Columbia,Residential,Mechanic,10+ Years,Mid-Life (3-5yr),41.09,275.0,0.9391,0.0158,2.28,4.3,22,181.0,8646.0
WC-001226_202508,2025-08-01,Canada,British Columbia,Commercial,Helper,2-5 Years,Mid-Life (3-5yr),46.98,85.0,0.905,0.025,2.95,5.4,5,10.0,550.0
WC-001227_202508,2025-08-01,Canada,British Columbia,Industrial,Driver,2-5 Years,End-of-Life (9+yr),40.68,28.0,0.8748,0.0253,1.76,4.2,5,11.0,550.0
WC-001228_202508,2025-08-01,Canada,British Columbia,E&P,Driver,5-10 Years,Aging (6-8yr),46.72,19.0,0.9335,0.0179,3.27,4.4,4,10.0,500.0
WC-001229_202508,2025-08-01,Canada,Quebec,Residential,Driver,1-2 Years,New (0-2yr),38.87,309.0,0.9524,0.0164,2.82,5.6,22,315.0,16015.0
WC-001230_202508,2025-08-01,Canada,Quebec,Commercial,Driver,2-5 Years,Aging (6-8yr),39.83,89.0,0.9348,0.0195,3.11,5.1,5,12.0,573.0
WC-001231_202508,2025-08-01,Canada,Quebec,Industrial,Driver,5-10 Years,Mid-Life (3-5yr),43.07,27.0,0.9217,0.0226,1.51,4.9,6,10.0,500.0
WC-001232_202508,2025-08-01,Canada,Quebec,E&P,Driver,10+ Years,Mid-Life (3-5yr),38.7,16.0,0.9136,0.0257,2.8,6.1,2,10.0,500.0
WC-001233_202508,2025-08-01,MidSouth,Tennessee Valley,Residential,Mechanic,2-5 Years,New (0-2yr),47.8,309.0,0.8738,0.0199,1.8,6.2,17,266.0,17063.0
WC-001234_202508,2025-08-01,MidSouth,Tennessee Valley,Commercial,Driver,5-10 Years,New (0-2yr),51.31,140.0,0.908,0.0252,2.01,6.2,6,25.0,1672.0
WC-001235_202508,2025-08-01,MidSouth,Tennessee Valley,Industrial,Operator,< 1 Year,New (0-2yr),47.51,29.0,0.8976,0.0169,3.33,5.3,5,10.0,500.0
WC-001236_202508,2025-08-01,MidSouth,Tennessee Valley,E&P,Driver,2-5 Years,Aging (6-8yr),39.29,14.0,0.8949,0.0211,2.22,4.4,1,10.0,500.0
WC-001237_202508,2025-08-01,MidSouth,Mississippi Delta,Residential,Mechanic,5-10 Years,Aging (6-8yr),53.19,309.0,0.9272,0.0158,2.66,5.8,10,67.0,4358.0
WC-001238_202508,2025-08-01,MidSouth,Mississippi Delta,Commercial,Driver,10+ Years,Mid-Life (3-5yr),45.87,116.0,0.932,0.019,1.86,6.1,5,41.0,2409.0
WC-001239_202508,2025-08-01,MidSouth,Mississippi Delta,Industrial,Driver,5-10 Years,End-of-Life (9+yr),50.63,22.0,0.8625,0.0177,1.62,4.3,2,10.0,500.0
WC-001240_202508,2025-08-01,MidSouth,Mississippi Delta,E&P,Helper,1-2 Years,End-of-Life (9+yr),37.39,15.0,0.8808,0.0267,2.64,3.8,2,10.0,500.0
WC-001241_202508,2025-08-01,MidSouth,Arkansas,Residential,Driver,10+ Years,New (0-2yr),39.84,264.0,0.9172,0.0166,3.29,3.6,20,310.0,16229.0
WC-001242_202508,2025-08-01,MidSouth,Arkansas,Commercial,Driver,5-10 Years,Mid-Life (3-5yr),40.77,139.0,0.8893,0.0273,3.52,6.3,10,37.0,1919.0
WC-001243_202508,2025-08-01,MidSouth,Arkansas,Industrial,Driver,5-10 Years,Aging (6-8yr),46.7,34.0,0.9454,0.0158,3.37,6.0,2,10.0,500.0
WC-001244_202508,2025-08-01,MidSouth,Arkansas,E&P,Driver,1-2 Years,Mid-Life (3-5yr),47.83,8.0,0.9699,0.0263,2.11,4.9,2,10.0,500.0
WC-001245_202508,2025-08-01,MidSouth,Oklahoma,Residential,Helper,5-10 Years,Mid-Life (3-5yr),45.61,300.0,0.9037,0.0258,2.02,5.4,24,379.0,21861.0
WC-001246_202508,2025-08-01,MidSouth,Oklahoma,Commercial,Driver,5-10 Years,Aging (6-8yr),49.0,138.0,0.8731,0.0237,1.83,4.7,14,76.0,4414.0
WC-001247_202508,2025-08-01,MidSouth,Oklahoma,Industrial,Operator,2-5 Years,End-of-Life (9+yr),43.51,33.0,0.933,0.028,2.05,4.9,5,10.0,500.0
WC-001248_202508,2025-08-01,MidSouth,Oklahoma,E&P,Driver,1-2 Years,End-of-Life (9+yr),45.05,19.0,0.9274,0.019,3.48,5.9,4,10.0,500.0
WC-001249_202509,2025-09-01,Western,Pacific Northwest,Residential,Operator,1-2 Years,New (0-2yr),37.62,269.0,0.9501,0.0221,2.05,4.3,11,216.0,10446.0
WC-001250_202509,2025-09-01,Western,Pacific Northwest,Commercial,Operator,< 1 Year,New (0-2yr),50.28,127.0,0.9041,0.0236,2.79,5.1,14,93.0,5731.0
WC-001251_202509,2025-09-01,Western,Pacific Northwest,Industrial,Mechanic,1-2 Years,End-of-Life (9+yr),47.63,31.0,0.8983,0.0211,1.77,3.7,3,10.0,500.0
WC-001252_202509,2025-09-01,Western,Pacific Northwest,E&P,Driver,< 1 Year,New (0-2yr),45.97,8.0,0.9367,0.0167,2.47,4.5,2,10.0,500.0
